chrom	start	end	exon_chr	exon_start	exon_end	exon_gene	overlap_type	n_tissues	mean_pext	sd_pext	min_pext	max_pext	median_pext	iqr_pext	n_flagged	flagged_tissues	top3_tissues_by_z	top3_z	pext_tissue	tissue_z	tissue_flagged	tissues_matched
chr12	40971433	40971510	chr12	40971433	40972717	CNTN1	perfect	50	0.1033714	0.1207876260727303	0	0.57975	0.058255	0.0388075	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Putamen_basalganglia,Brain_Substantianigra	3.944,2.481,2.441	0.57975	3.9439354467746255	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	41437944	41438013	chr12	41437679	41438013	PDZRN4	perfect	50	0.025081399999999997	0.05832613682368752	0	0.24845	0	0	2	Brain_Caudate_basalganglia,Brain_Putamen_basalganglia	Brain_Caudate_basalganglia,Brain_Putamen_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.83,3.211,2.428	0.24845	3.8296484588927053	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	42442640	42442741	chr12	42442640	42448623	PPHLN1	perfect	50	0.1860572	0.028720845593259207	0.12689	0.30051	0.17814000000000002	0.023925000000000002	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Spleen	3.985,2.321,1.734	0.30051	3.9850080189443347	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	42445972	42445990	chr12	42442640	42448623	PPHLN1	perfect	50	0.163744	0.032439540498519735	0.09258	0.2837	0.15746500000000002	0.028945	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Spleen	3.698,2.111,1.773	0.2837	3.6978328964146017	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	42445990	42446290	chr12	42442640	42448623	PPHLN1	perfect	50	0.173073	0.0319209588400052	0.11316	0.294	0.16476000000000002	0.02601749999999997	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Spleen	3.788,2.194,1.772	0.294	3.788326052676314	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	42446591	42446615	chr12	42442640	42448623	PPHLN1	perfect	50	0.173073	0.0319209588400052	0.11316	0.294	0.16476000000000002	0.02601749999999997	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Spleen	3.788,2.194,1.772	0.294	3.788326052676314	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	43423696	43423924	chr12	43422818	43423924	ADAMTS20	perfect	50	0.1027452	0.2724819795894394	0	1	0	0	3	Brain_Anteriorcingulatecortex_BA24,Brain_FrontalCortex_BA9,Brain_Substantianigra	Brain_Anteriorcingulatecortex_BA24,Brain_FrontalCortex_BA9,Brain_Substantianigra	3.293,3.293,3.293	1	3.292895924170594	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	44875506	44875558	chr12	44875506	44875812	NELL2	perfect	50	0.04646279999999999	0.10230310083755814	0	0.48038	0	0.015765	1	Brain_Hippocampus	Brain_Hippocampus,Brain_Amygdala,Brain_Putamen_basalganglia	4.241,2.977,2.263	0.48038	4.241486293646123	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	54839404	54839447	chr12	54839368	54839447	MUCL1	perfect	50	0.007916600000000003	0.05597881543941423	0	0.39583	0	0	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	0.39583	6.929646455628165	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	58919426	58919482	chr12	58919426	58919546	LRIG3	perfect	50	0.5724982	0.13330604261898515	0.38794	1	0.5390900000000001	0.16560999999999992	2	Brain_CerebellarHemisphere,WholeBlood	Brain_CerebellarHemisphere,WholeBlood,Brain_Cerebellum	3.207,3.207,1.377	1	3.206919893510635	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	71894324	71894375	chr12	71894324	71894379	TBC1D15	perfect	50	0.0833208	0.03341238557108757	0.03003	0.2161	0.075745	0.032015	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Putamen_basalganglia	3.974,2.911,1.433	0.2161	3.9739515072188256	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	81597951	81598032	chr12	81597951	81598371	PPFIA2	perfect	50	0.028247799999999997	0.05377685999174209	0	0.20701	0	0.0283425	2	Brain_Cortex,Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Anteriorcingulatecortex_BA24	3.324,3.014,2.637	0.20701	3.3241472266593943	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	100261729	100261768	chr12	100261729	100261768	DEPDC4	perfect	50	0.005005400000000002	0.024065281555954162	0	0.13253	0	0	2	Brain_Spinalcord_cervicalc_1,Testis	Brain_Spinalcord_cervicalc_1,Testis,Cells_EBV_transformedlymphocytes	5.299,4.344,0.133	0.13253	5.299111074328912	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr12	118018051	118018053	chr12	118017689	118018053	RFC5	perfect	50	0.1227016	0.052371729262639236	0.04255	0.29301	0.107115	0.03901249999999998	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_Cortex	3.252,3.002,2.004	0.29301	3.2519147715348407	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	46073472	46073502	chr13	46068527	46073502	CPB2	perfect	50	0.04558460000000002	0.16073759592489326	0	1	0	0	1	Brain_Cortex	Brain_Cortex,Brain_Cerebellum,Brain_CerebellarHemisphere	5.938,2.205,1.79	1	5.9377234959141925	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	75621693	75621868	chr13	75620433	75621868	ENSG00000261553,LMO7	perfect	50	0.0417272	0.030292243166884034	0	0.15468	0.034464999999999996	0.028817500000000006	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,AdrenalGland	3.729,3.584,1.08	0.15468	3.7287697506496262	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	75623270	75623320	chr13	75623269	75623320	ENSG00000261553,LMO7	perfect	50	0.0417272	0.030292243166884034	0	0.15468	0.034464999999999996	0.028817500000000006	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,AdrenalGland	3.729,3.584,1.08	0.15468	3.7287697506496262	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	77743015	77743165	chr13	77743015	77743462	SLAIN1	perfect	50	0.0540416	0.058531817942666604	0	0.23974	0.040999999999999995	0.072345	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,MinorSalivaryGland	3.173,3.083,2.113	0.23974	3.172606054742675	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	98796207	98796213	chr13	98796205	98796213	DOCK9	perfect	50	0.05837899999999999	0.05089420789184929	0	0.26382	0.04349	0.0271425	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9	4.037,3.981,1.617	0.26382	4.036628302312205	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	98809122	98809128	chr13	98809122	98809128	DOCK9	perfect	50	0.05837899999999999	0.05089420789184929	0	0.26382	0.04349	0.0271425	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9	4.037,3.981,1.617	0.26382	4.036628302312205	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	99086222	99086351	chr13	99086222	99086625	DOCK9	perfect	50	0.057626800000000006	0.049245027820697035	0.01406	0.26099	0.04642	0.03139	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Cells_Culturedfibroblasts	4.13,4.113,1.921	0.26099	4.129618948342418	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	101489963	101490000	chr13	101489951	101490000	ITGBL1	perfect	50	0.4072466	0.1851966239566444	0	1	0.38748	0.15574	1	Brain_Anteriorcingulatecortex_BA24	Brain_Anteriorcingulatecortex_BA24,Brain_Putamen_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.201,1.955,1.851	1	3.2006706566031515	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr13	114211911	114212101	chr13	114211911	114212101	CFAP97D2	perfect	50	0.015015399999999996	0.04734664017172727	0	0.18462	0	0	3	Brain_Caudate_basalganglia,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia	Brain_Hypothalamus,Brain_Caudate_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.582,3.542,3.169	0.18462	3.582188712543077	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	53103030	53103051	chr14	53103030	53103051	DDHD1	perfect	50	0.1726358	0.10492371452514965	0.00279	0.52083	0.175575	0.11017	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,WholeBlood	3.319,2.892,1.895	0.52083	3.318546255970949	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	54436078	54436126	chr14	54436078	54436126	CNIH1	perfect	50	0.0205244	0.03609082952999648	0	0.14519	0.00217	0.0198825	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Nucleusaccumbens_basalganglia	3.454,2.922,2.732	0.14519	3.454218194025871	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	57596686	57596897	chr14	57595734	57596897	SLC35F4	perfect	50	0.028329399999999998	0.08332612887140428	0	0.34591	0	0	3	Brain_Putamen_basalganglia,Prostate,Testis	Testis,Prostate,Brain_Putamen_basalganglia	3.811,3.779,3.216	0.2963	3.215925228130473	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	72553289	72553356	chr14	72553289	72553356	RGS6	perfect	50	0.005780600000000002	0.023573007255359362	0	0.12067	0	0	2	Brain_Cortex,Brain_FrontalCortex_BA9	Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Anteriorcingulatecortex_BA24	4.874,3.712,2.94	0.12067	4.873769339458363	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	79853538	79853645	chr14	79853538	79854217	NRXN3	perfect	50	0.029238600000000003	0.05326407549949897	0	0.2712	0.012395	0.032675	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_Cortex	4.543,3.437,1.795	0.2712	4.542675297204323	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	89954354	89954357	chr14	89954354	89954557	EFCAB11	perfect	50	0.011145200000000004	0.02343733400942582	0	0.11504	0	0.01074	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Cells_Culturedfibroblasts	4.433,3.127,2.253	0.11504	4.4328761948017	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	91285672	91285836	chr14	91285394	91285836	CCDC88C	perfect	50	0.5205504	0.0917705359314353	0.3338	0.79612	0.5077	0.12213750000000007	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Putamen_basalganglia	3.003,2.634,1.849	0.79612	3.0028112749160245	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	99874930	99874987	chr14	99874930	99874987	EML1	perfect	50	0.0480994	0.07145920150144762	0	0.31884	0.022105	0.033542499999999996	1	Brain_Cerebellum	Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9	3.789,2.612,2.536	0.31884	3.7887437070580106	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	101836168	101836180	chr14	101836168	101836701	PPP2R5C	perfect	50	0.1385356	0.04078254714548209	0.05609	0.26146	0.12671500000000002	0.043685	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Substantianigra,Heart_LeftVentricle	3.014,1.993,1.991	0.26146	3.0141422888937344	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr14	101836180	101836395	chr14	101836168	101836701	PPP2R5C	perfect	50	0.0987348	0.030043646769053745	0.0334	0.19242	0.091215	0.024489999999999998	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Heart_LeftVentricle,WholeBlood	3.118,2.241,2.117	0.19242	3.1183032046728703	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr15	40284513	40284531	chr15	40284255	40284531	PLCB2	perfect	50	0.017873	0.03289129549573497	0	0.12929	0	0.0135175	2	Brain_Caudate_basalganglia,Brain_Putamen_basalganglia	Brain_Putamen_basalganglia,Brain_Caudate_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.387,3.166,2.588	0.12929	3.387431182649753	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr15	43536134	43536254	chr15	43536134	43536254	PPIP5K1	perfect	50	0.0408226	0.02560537697118976	0	0.13407	0.0353	0.0323725	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Substantianigra,Muscle_Skeletal	3.642,1.802,1.674	0.13407	3.6417116648943924	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr15	63069869	63069940	chr15	63069869	63071915	ENSG00000259627,ENSG00000304541,TPM1	perfect	50	0.0235906	0.04575869724000063	0	0.17651	0.0015149999999999999	0.00669	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Anteriorcingulatecortex_BA24,Brain_Nucleusaccumbens_basalganglia	3.342,2.659,2.543	0.17651	3.341865245812184	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr15	63529141	63529166	chr15	63529013	63529166	USP3	perfect	50	0.0627752	0.06654772316257296	0.00462	0.35205	0.049935	0.0657825	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Pituitary	4.347,4.089,0.81	0.35205	4.346877492612561	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr15	65355718	65355758	chr15	65355718	65355911	IGDCC3	perfect	50	0.008946799999999998	0.02855305841154433	0	0.13489	0	0	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Pituitary	4.411,3.465,2.334	0.13489	4.410847979391228	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
chr15	67371524	67371533	chr15	67371427	67371533	IQCH	perfect	50	0.08783899999999999	0.27683074496183124	0	1	0	0	4	Brain_CerebellarHemisphere,Brain_Cerebellum,SmallIntestine_TerminalIleum,Spleen	Brain_CerebellarHemisphere,Brain_Cerebellum,SmallIntestine_TerminalIleum	3.295,3.295,3.295	1	3.295013348772972	TRUE	Brain_Amygdala,Brain_Anteriorcingulatecortex_BA24,Brain_Caudate_basalganglia,Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia,Brain_Putamen_basalganglia,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra
