chrom	start	end	exon_chr	exon_start	exon_end	exon_gene	overlap_type	n_tissues	mean_pext	sd_pext	min_pext	max_pext	median_pext	iqr_pext	n_flagged.x	flagged_tissues.x	top3_tissues_by_z.x	top3_z.x	n_flagged.y	flagged_tissues.y	top3_tissues_by_z.y	top3_z.y	oe_lof_upper
chr10	116834934	116835022	chr10	116828763	116835022	HSPA12A	perfect	50	0.0955912	0.09279882607543907	0	0.40426	0.06089	0.11641500000000002	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Testis,Pancreas	3.326,2.824,1.73	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.326	0.302
chr11	6404744	6404805	chr11	6404744	6404933	APBB1	perfect	50	0.021373999999999997	0.04249511453312812	0	0.15289	0	0.0194125	1	Brain_Anteriorcingulatecortex_BA24	Brain_Anteriorcingulatecortex_BA24,Brain_FrontalCortex_BA9,Brain_Cortex	3.095,2.908,2.692	1	Brain_Anteriorcingulatecortex_BA24	Brain_Anteriorcingulatecortex_BA24	3.095	0.321
chr11	9593224	9593289	chr11	9593224	9593457	WEE1	perfect	50	0.013648200000000001	0.05332503592007746	0	0.37414	0	0.0092625	1	Testis	Testis,Muscle_Skeletal,Heart_AtrialAppendage	6.76,0.677,0.644	1	Testis	Testis	6.76	0.17
chr11	30388891	30388956	chr11	30384492	30388956	MPPED2	perfect	50	0.0291616	0.02250425840518516	0	0.10036	0.02525	0.015085000000000001	1	Brain_Cerebellum	Brain_Cerebellum,Muscle_Skeletal,Heart_LeftVentricle	3.164,2.857,2.744	1	Brain_Cerebellum	Brain_Cerebellum	3.164	0.199
chr11	32430529	32430539	chr11	32430529	32430813	WT1	perfect	50	0.047084999999999995	0.0980387785469586	0	0.49187	0	0	1	Testis	Testis,Spleen,Brain_Putamen_basalganglia	4.537,1.983,1.92	1	Testis	Testis	4.537	0.247
chr11	45896879	45896950	chr11	45896549	45896950	MAPK8IP1	perfect	50	0.022390399999999998	0.047984816389336826	0	0.27147	0	0.029185	2	Kidney_Cortex,Pituitary	Pituitary,Kidney_Cortex,Brain_Hypothalamus	5.191,3.419,0.875	2	Kidney_Cortex,Pituitary	Pituitary,Kidney_Cortex	5.191,3.419	0.163
chr11	46760351	46760375	chr11	46760351	46760375	CKAP5	perfect	50	0.0170806	0.03964166275729695	0	0.2175	0.010579999999999999	0.003057500000000001	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Hypothalamus	5.056,4.577,0.1	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	5.056,4.577	0.162
chr11	62433883	62433891	chr11	62433541	62433891	AHNAK	perfect	50	0.0415812	0.03313668979810008	0.00891	0.19354	0.03179	0.021702500000000007	2	Liver,Skin_SunExposed_Lowerleg	Skin_SunExposed_Lowerleg,Liver,Skin_NotSunExposed_Suprapubic	4.586,3.26,2.319	2	Liver,Skin_SunExposed_Lowerleg	Skin_SunExposed_Lowerleg,Liver	4.586,3.26	0.308
chr11	62491731	62491810	chr11	62491731	62491831	AHNAK	perfect	50	0.0351126	0.02883765033381725	0.00711	0.17478	0.02642	0.0158125	1	Skin_SunExposed_Lowerleg	Skin_SunExposed_Lowerleg,Liver,Skin_NotSunExposed_Suprapubic	4.843,2.886,2.359	1	Skin_SunExposed_Lowerleg	Skin_SunExposed_Lowerleg	4.843	0.308
chr11	62491810	62491831	chr11	62491731	62491831	AHNAK	perfect	50	0.0353966	0.02899402884409555	0.00711	0.17652	0.026619999999999998	0.0158125	1	Skin_SunExposed_Lowerleg	Skin_SunExposed_Lowerleg,Liver,Skin_NotSunExposed_Suprapubic	4.867,2.86,2.384	1	Skin_SunExposed_Lowerleg	Skin_SunExposed_Lowerleg	4.867	0.308
chr11	62634309	62634375	chr11	62634309	62634375	GANAB	perfect	50	0.1090256	0.04566507271382784	0.04124	0.33933	0.10725	0.03837250000000002	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.043,2.163,1.514	1	Muscle_Skeletal	Muscle_Skeletal	5.043	0.267
chr11	67240207	67240369	chr11	67240046	67240369	KDM2A	perfect	50	0.0445426	0.02448468691043528	0.01012	0.12701	0.049034999999999995	0.035574999999999996	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,MinorSalivaryGland	3.368,2.024,1.5	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.368	0.045
chr11	68609610	68609628	chr11	68609472	68609628	PPP6R3	perfect	50	0.044851400000000013	0.10428406327479783	0	0.4489	0	0.014707499999999998	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	3.874,3.241,2.42	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	3.874,3.241	0.284
chr11	70349922	70350039	chr11	70349922	70350039	PPFIA1	perfect	50	0.0452028	0.025233581612200667	0.00355	0.14076	0.042855	0.030015	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Bladder	3.787,1.6,1.52	1	Muscle_Skeletal	Muscle_Skeletal	3.787	0.067
chr11	74668776	74668853	chr11	74668776	74669117	POLD3	perfect	50	0.1063946	0.038859098963894084	0.05204	0.22754	0.102635	0.04634500000000001	1	Muscle_Skeletal	Muscle_Skeletal,Brain_Putamen_basalganglia,Brain_Amygdala	3.118,1.84,1.826	1	Muscle_Skeletal	Muscle_Skeletal	3.118	0.236
chr11	85960687	85960777	chr11	85960674	85960777	PICALM	perfect	50	0.0410688	0.042347718086126446	0.00869	0.17597	0.01725	0.05463	1	Muscle_Skeletal	Muscle_Skeletal,Brain_CerebellarHemisphere,Heart_LeftVentricle	3.186,2.128,1.898	1	Muscle_Skeletal	Muscle_Skeletal	3.186	0.234
chr11	86270082	86270157	chr11	86270082	86270157	EED	perfect	50	0.064531	0.04175814666942615	0.01577	0.21783	0.052715	0.0337875	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,WholeBlood	3.671,2.968,2.422	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.671	0.187
chr11	110131082	110131106	chr11	110131003	110131106	ZC3H12C	perfect	50	0.005926599999999998	0.02835735254402502	0	0.16228	0	0	2	Cells_Culturedfibroblasts,Testis	Testis,Cells_Culturedfibroblasts,Pituitary	5.514,4.06,0.249	2	Cells_Culturedfibroblasts,Testis	Testis,Cells_Culturedfibroblasts	5.514,4.06	0.252
chr11	113236300	113236315	chr11	113236300	113236315	NCAM1	perfect	50	0.0180194	0.055712747539572664	0	0.32081	0	0.010945	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.435,2.9,2.712	1	Muscle_Skeletal	Muscle_Skeletal	5.435	0.185
chr11	113240785	113240833	chr11	113240506	113240833	NCAM1	perfect	50	0.014434599999999999	0.053718997369721626	0	0.30282	0	0.0043525000000000005	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.368,3.05,2.837	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle	5.368,3.05	0.185
chr11	113242804	113242846	chr11	113242804	113242846	NCAM1	perfect	50	0.012722999999999998	0.04926098933647358	0	0.30282	0	0.0043525000000000005	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.889,2.721,2.082	1	Muscle_Skeletal	Muscle_Skeletal	5.889	0.185
chr11	123435433	123435467	chr11	123435433	123435719	GRAMD1B	perfect	50	0.0576436	0.0673691569276539	0	0.26339	0.030215	0.10016749999999999	1	AdrenalGland	AdrenalGland,WholeBlood,Artery_Aorta	3.054,2.361,1.953	1	AdrenalGland	AdrenalGland	3.054	0.245
chr11	123526148	123526171	chr11	123525635	123526171	GRAMD1B	perfect	50	0.0708078	0.10445840248713015	0	0.39322	0	0.147015	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	3.087,2.945,1.774	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	3.087	0.245
chr12	2633628	2633712	chr12	2633628	2633712	CACNA1C	perfect	50	0.07895780000000001	0.06049232470423374	0	0.27203	0.06981000000000001	0.0848325	1	Brain_Hypothalamus	Brain_Hypothalamus,Brain_Amygdala,Brain_Substantianigra	3.192,1.923,1.715	1	Brain_Hypothalamus	Brain_Hypothalamus	3.192	0.102
chr12	7156178	7156929	chr12	7155867	7156929	CLSTN3	perfect	50	0.106122	0.06387610137234906	0.03417	0.309	0.081295	0.06154499999999998	1	Skin_NotSunExposed_Suprapubic	Skin_NotSunExposed_Suprapubic,Brain_Substantianigra,Brain_Hippocampus	3.176,2.581,2.509	1	Skin_NotSunExposed_Suprapubic	Skin_NotSunExposed_Suprapubic	3.176	0.315
chr12	14385383	14385400	chr12	14385063	14385400	ATF7IP	perfect	50	0.021271400000000003	0.04345835679764043	0	0.22564	0.00649	0.012655	2	Cells_EBV_transformedlymphocytes,Testis	Cells_EBV_transformedlymphocytes,Testis,Cells_Culturedfibroblasts	4.703,3.157,2.146	2	Cells_EBV_transformedlymphocytes,Testis	Cells_EBV_transformedlymphocytes,Testis	4.703,3.157	0.213
chr12	19200324	19200325	chr12	19200324	19202003	PLEKHA5	perfect	50	0.051143	0.03394813031730638	0	0.1559	0.046355	0.044645	2	Kidney_Cortex,Liver	Liver,Kidney_Cortex,Brain_Amygdala	3.086,3.061,2.137	2	Kidney_Cortex,Liver	Liver,Kidney_Cortex	3.086,3.061	0.098
chr12	19552852	19552970	chr12	19552852	19553272	AEBP2	perfect	50	0.06717000000000001	0.04723989696544779	0.02024	0.28571	0.05543	0.04247	1	WholeBlood	WholeBlood,Liver,Kidney_Cortex	4.626,2.831,1.707	1	WholeBlood	WholeBlood	4.626	0.145
chr12	23584546	23584552	chr12	23584546	23584612	SOX5	perfect	50	0.03334460000000001	0.11871907972458792	0	0.79737	0	0.008925	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	6.436,1.825,0.922	1	Testis	Testis	6.436	0.188
chr12	31499605	31499671	chr12	31499605	31499671	DENND5B	perfect	50	0.0453644	0.020739925723599114	0	0.11293	0.051065	0.030147499999999994	1	Testis	Testis,MinorSalivaryGland,Thyroid	3.258,1.177,1.098	1	Testis	Testis	3.258	0.155
chr12	44875506	44875558	chr12	44875506	44875812	NELL2	perfect	50	0.04646279999999999	0.10230310083755814	0	0.48038	0	0.015765	1	Brain_Hippocampus	Brain_Hippocampus,Brain_Amygdala,Brain_Putamen_basalganglia	4.241,2.977,2.263	1	Brain_Hippocampus	Brain_Hippocampus	4.241	0.249
chr12	51479991	51480219	chr12	51479991	51480610	SLC4A8	perfect	50	0.1210822	0.07181246936490705	0	0.35484	0.13011	0.04429749999999999	1	Kidney_Cortex	Kidney_Cortex,Artery_Coronary,Thyroid	3.255,1.59,1.408	1	Kidney_Cortex	Kidney_Cortex	3.255	0.266
chr12	53219949	53220100	chr12	53219949	53220413	RARG	perfect	50	0.1102378	0.050825221333828476	0.02445	0.27972	0.09802	0.04954750000000002	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes,Muscle_Skeletal	3.335,2.916,2.906	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	3.335	0.237
chr12	57288856	57288910	chr12	57288856	57288910	R3HDM2	perfect	50	0.098124	0.06870637302228631	0	0.31488	0.08255	0.0753125	1	Muscle_Skeletal	Muscle_Skeletal,WholeBlood,Brain_Amygdala	3.155,2.915,1.791	1	Muscle_Skeletal	Muscle_Skeletal	3.155	0.176
chr12	57741911	57742071	chr12	57741911	57742157	AGAP2	perfect	50	0.385307	0.15901532692460427	0.14101	1	0.37161999999999995	0.13705750000000005	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes,WholeBlood	3.866,2.55,2.425	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	3.866	0.267
chr12	62588855	62588890	chr12	62588855	62588916	MON2	perfect	50	0.035322400000000004	0.060391575117253384	0	0.33243	0.015155	0.049819999999999996	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Muscle_Skeletal,Cells_EBV_transformedlymphocytes	4.92,2.975,1.888	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	4.92	0.32
chr12	70609788	70609814	chr12	70609760	70609844	PTPRB	perfect	50	0.1711674	0.12170071842240952	0	0.61538	0.14326	0.13914	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Testis,Muscle_Skeletal	3.65,1.672,1.527	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	3.65	0.314
chr12	79810394	79810511	chr12	79810394	79810511	PPP1R12A	perfect	50	0.0037146000000000015	0.017882933742104225	0	0.11881	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Heart_AtrialAppendage,Heart_LeftVentricle	6.436,1.753,1.574	1	Muscle_Skeletal	Muscle_Skeletal	6.436	0.13
chr12	81597951	81598032	chr12	81597951	81598371	PPFIA2	perfect	50	0.028247799999999997	0.05377685999174209	0	0.20701	0	0.0283425	2	Brain_Cortex,Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Anteriorcingulatecortex_BA24	3.324,3.014,2.637	2	Brain_Cortex,Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex	3.324,3.014	0.139
chr12	117255935	117256037	chr12	117255935	117256037	NOS1	perfect	50	0.0063954000000000025	0.045222307084004446	0	0.31977	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Muscle_Skeletal	Muscle_Skeletal	6.93	0.19
chr12	123000382	123000478	chr12	123000302	123000478	PITPNM2	perfect	50	0.0053159999999999995	0.01420169406393879	0	0.1009	0.0036049999999999997	0.005979999999999999	1	Testis	Testis,Vagina,Ovary	6.73,0.469,0.388	1	Testis	Testis	6.73	0.18
chr13	27170323	27170329	chr13	27170090	27170329	USP12	perfect	50	0.044287	0.041559136830324486	0	0.19444	0.033125	0.052285	1	WholeBlood	WholeBlood,Testis,Muscle_Skeletal	3.613,2.066,1.757	1	WholeBlood	WholeBlood	3.613	0.319
chr13	28368580	28368663	chr13	28368095	28368663	FLT1	perfect	50	0.030140999999999998	0.10790067838961338	0	0.52941	0.0024349999999999997	0.0044725	2	Cells_Culturedfibroblasts,WholeBlood	WholeBlood,Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	4.627,4.38,2.346	2	Cells_Culturedfibroblasts,WholeBlood	WholeBlood,Cells_Culturedfibroblasts	4.627,4.38	0.246
chr13	35850722	35850776	chr13	35845899	35850776	DCLK1	perfect	50	0.0194222	0.02909066133132551	0	0.18182	0.011779999999999999	0.031295	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Artery_Tibial,Artery_Aorta	5.582,1.218,1.214	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	5.582	0.227
chr13	49110399	49110406	chr13	49110312	49110406	FNDC3A	perfect	50	0.2223626	0.11621490727395466	0.0368	0.58424	0.23106500000000002	0.16367500000000001	1	Muscle_Skeletal	Muscle_Skeletal,Bladder,Skin_SunExposed_Lowerleg	3.114,1.819,1.803	1	Muscle_Skeletal	Muscle_Skeletal	3.114	0.221
chr13	71573417	71573573	chr13	71573417	71573573	DACH1	perfect	50	0.035335399999999996	0.07375409108569876	0	0.475	0.006905	0.0484975	1	Testis	Testis,WholeBlood,Bladder	5.961,2.468,0.677	1	Testis	Testis	5.961	0.135
chr13	77118339	77118495	chr13	77118339	77118659	MYCBP2	perfect	50	0.0390784	0.014144417137629437	0.01119	0.10414	0.036465	0.008412499999999996	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Brain_Cerebellum,Cells_EBV_transformedlymphocytes	4.6,2.329,2.069	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	4.6	0.115
chr13	97976962	97977057	chr13	97976962	97977057	IPO5	perfect	50	0.006020199999999998	0.034782533822924074	0	0.24499	0	0	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Pancreas	6.87,0.538,0.267	1	Testis	Testis	6.87	0.122
chr13	98796207	98796213	chr13	98796205	98796213	DOCK9	perfect	50	0.05837899999999999	0.05089420789184929	0	0.26382	0.04349	0.0271425	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9	4.037,3.981,1.617	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	4.037,3.981	0.191
chr13	98809122	98809128	chr13	98809122	98809128	DOCK9	perfect	50	0.05837899999999999	0.05089420789184929	0	0.26382	0.04349	0.0271425	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9	4.037,3.981,1.617	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	4.037,3.981	0.191
chr13	99086222	99086351	chr13	99086222	99086625	DOCK9	perfect	50	0.057626800000000006	0.049245027820697035	0.01406	0.26099	0.04642	0.03139	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Cells_Culturedfibroblasts	4.13,4.113,1.921	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	4.13,4.113	0.191
chr13	113229641	113229651	chr13	113229641	113230212	CUL4A	perfect	50	0.1392992	0.09057309150884377	0.03577	0.56641	0.1257	0.0720625	2	Testis,WholeBlood	WholeBlood,Testis,Skin_SunExposed_Lowerleg	4.716,3.325,1.11	2	Testis,WholeBlood	WholeBlood,Testis	4.716,3.325	0.124
chr14	23071124	23071147	chr14	23071124	23071617	ACIN1	perfect	50	0.0534694	0.01621767156718943	0.01306	0.11068	0.049865	0.013135	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	3.528,3.062,2.687	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes	3.528,3.062	0.201
chr14	33680602	33680640	chr14	33680602	33681042	NPAS3	perfect	50	0.017377	0.03671784686731274	0	0.2212	0	0.02946	1	Testis	Testis,Pituitary,Colon_Sigmoid	5.551,2.769,0.776	1	Testis	Testis	5.551	0.211
chr14	33780630	33780632	chr14	33780630	33780871	NPAS3	perfect	50	0.0027649999999999984	0.019551502499808037	0	0.13825	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93	0.211
chr14	47342941	47343086	chr14	47342941	47343234	MDGA2	perfect	50	0.003869200000000001	0.027359375577669893	0	0.19346	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93	0.239
chr14	59610121	59610137	chr14	59610121	59610232	RTN1	perfect	50	0.0045548	0.015726715245344886	0	0.11014	0	0.0052825	1	Testis	Testis,Artery_Aorta,Brain_Amygdala	6.714,0.592,0.466	1	Testis	Testis	6.714	0.297
chr14	64752210	64752315	chr14	64752210	64752315	SPTB	perfect	50	0.19050599999999998	0.10679382614196768	0	0.54359	0.19427499999999998	0.08596999999999999	1	WholeBlood	WholeBlood,Cells_EBV_transformedlymphocytes,Kidney_Cortex	3.306,2.898,1.648	1	WholeBlood	WholeBlood	3.306	0.14
chr14	79853538	79853645	chr14	79853538	79854217	NRXN3	perfect	50	0.029238600000000003	0.05326407549949897	0	0.2712	0.012395	0.032675	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_Cortex	4.543,3.437,1.795	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	4.543,3.437	0.112
chr14	90605596	90605758	chr14	90605596	90605758	TTC7B	perfect	50	0.011688600000000006	0.046468815042664764	0	0.21535	0	0	3	Heart_AtrialAppendage,Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.383,3.8,3.526	3	Heart_AtrialAppendage,Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.383,3.8,3.526	0.189
chr14	90677823	90677845	chr14	90677823	90677845	TTC7B	perfect	50	0.132659	0.033482515098883156	0.06708	0.25	0.135135	0.03308249999999999	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Bladder,Cells_Culturedfibroblasts	3.505,1.569,1.497	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.505	0.189
chr14	91938329	91938452	chr14	91938329	91938452	FBLN5	perfect	50	0.023918799999999997	0.03979669813193152	0	0.25	0.018985000000000002	0.02535	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,WholeBlood,Skin_NotSunExposed_Suprapubic	5.681,2.865,0.869	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.681	0.172
chr14	99534663	99534680	chr14	99534663	99535044	CCNK	perfect	50	0.0647054	0.07577176430678692	0	0.33599	0.048515	0.09322749999999999	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes,Muscle_Skeletal	3.58,3.261,1.901	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	3.58,3.261	0.165
chr14	99874930	99874987	chr14	99874930	99874987	EML1	perfect	50	0.0480994	0.07145920150144762	0	0.31884	0.022105	0.033542499999999996	1	Brain_Cerebellum	Brain_Cerebellum,Brain_Cortex,Brain_FrontalCortex_BA9	3.789,2.612,2.536	1	Brain_Cerebellum	Brain_Cerebellum	3.789	0.28
chr14	100577310	100577952	chr14	100577310	100577952	BEGAIN	perfect	50	0.0049342000000000006	0.02336732264754107	0	0.16544	0	0.0027225	1	Testis	Testis,Brain_CerebellarHemisphere,Brain_Cerebellum	6.869,0.226,0.195	1	Testis	Testis	6.869	0.32
chr14	101809942	101810036	chr14	101809802	101810036	PPP2R5C	perfect	50	0.3844034	0.09913672660358253	0.23539	0.72219	0.39237500000000003	0.12374250000000003	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,AdrenalGland	3.407,2.611,1.892	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.407	0.319
chr14	101836168	101836180	chr14	101836168	101836701	PPP2R5C	perfect	50	0.1385356	0.04078254714548209	0.05609	0.26146	0.12671500000000002	0.043685	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Brain_Substantianigra,Heart_LeftVentricle	3.014,1.993,1.991	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1	3.014	0.319
chr14	101836180	101836395	chr14	101836168	101836701	PPP2R5C	perfect	50	0.0987348	0.030043646769053745	0.0334	0.19242	0.091215	0.024489999999999998	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Heart_LeftVentricle,WholeBlood	3.118,2.241,2.117	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1	3.118	0.319
chr15	43879498	43879670	chr15	43879498	43879846	FRMD5	perfect	50	0.044806199999999984	0.15256278779558002	0	0.76778	0	0.01691	2	Heart_AtrialAppendage,Heart_LeftVentricle	Heart_LeftVentricle,Heart_AtrialAppendage,Cells_EBV_transformedlymphocytes	4.739,4.501,1.755	2	Heart_AtrialAppendage,Heart_LeftVentricle	Heart_LeftVentricle,Heart_AtrialAppendage	4.739,4.501	0.254
chr15	59004124	59004174	chr15	59004001	59004174	RNF111	perfect	50	0.016735800000000002	0.018583303356310282	0	0.12027	0.015519999999999999	0.015450000000000002	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	5.571,1.549,1.121	1	Testis	Testis	5.571	0.213
chr15	63529141	63529166	chr15	63529013	63529166	USP3	perfect	50	0.0627752	0.06654772316257296	0.00462	0.35205	0.049935	0.0657825	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Pituitary	4.347,4.089,0.81	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	4.347,4.089	0.156
chr15	64188374	64188485	chr15	64188374	64188485	CSNK1G1	perfect	50	0.0330424	0.05207011358559081	0	0.26506	0.008915	0.05258	1	Testis	Testis,Brain_CerebellarHemisphere,Brain_Cerebellum	4.456,2.464,2.16	1	Testis	Testis	4.456	0.216
chr15	65515655	65515692	chr15	65515655	65517338	DPP8	perfect	50	0.0411146	0.03584025050078729	0.00947	0.2386	0.036645	0.030602499999999998	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	5.51,1.98,1.82	1	Testis	Testis	5.51	0.269
chr15	68055883	68055913	chr15	68055798	68055913	PIAS1	perfect	50	0.1089468	0.0971401865901827	0	0.54249	0.105145	0.12879999999999997	1	Testis	Testis,Cells_Culturedfibroblasts,Esophagus_Mucosa	4.463,1.441,1.203	1	Testis	Testis	4.463	0.094
chr15	71847414	71847468	chr15	71847414	71847468	MYO9A	perfect	50	0.023368800000000002	0.04033815030413744	0	0.25183	0.012299999999999998	0.020655	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Brain_Cerebellum	5.664,2.611,1.325	1	Testis	Testis	5.664	0.304
chr15	71892964	71893177	chr15	71889471	71893180	MYO9A	perfect	50	0.058202	0.04371814025956618	0	0.23488	0.064905	0.0701575	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes,Artery_Tibial	4.041,1.573,1.383	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	4.041	0.304
chr15	83283134	83283212	chr15	83283134	83283457	BNC1	perfect	50	0.018969800000000002	0.09312483016809607	0	0.65371	0	0	1	Testis	Testis,Cells_Culturedfibroblasts,Skin_SunExposed_Lowerleg	6.816,0.525,0.431	1	Testis	Testis	6.816	0.326
chr15	88072550	88072599	chr15	88072423	88072599	NTRK3	perfect	50	0.0036575999999999987	0.024526294973820587	0	0.17336	0	0	1	Testis	Testis,Artery_Tibial,Adipose_Subcutaneous	6.919,0.239,-0.149	1	Testis	Testis	6.919	0.259
chr16	475030	475045	chr16	474849	475098	RAB11FIP3	perfect	50	0.223902	0.1051551590047113	0.01384	0.55163	0.21399	0.11732750000000003	1	Liver	Liver,Kidney_Cortex,Spleen	3.117,2.162,2.118	1	Liver	Liver	3.117	0.245
chr16	497291	497298	chr16	497291	497448	RAB11FIP3	perfect	50	0.0335012	0.021625593646682362	0.01132	0.13083	0.026485	0.013787500000000001	1	Kidney_Cortex	Kidney_Cortex,Heart_AtrialAppendage,Testis	4.501,2.059,1.891	1	Kidney_Cortex	Kidney_Cortex	4.501	0.245
