chrom	start	end	exon_chr	exon_start	exon_end	exon_gene	overlap_type	n_tissues	mean_pext	sd_pext	min_pext	max_pext	median_pext	iqr_pext	n_flagged.x	flagged_tissues.x	top3_tissues_by_z.x	top3_z.x	n_flagged.y	flagged_tissues.y	top3_tissues_by_z.y	top3_z.y
chr13	75621693	75621868	chr13	75620433	75621868	ENSG00000261553,LMO7	perfect	50	0.0417272	0.030292243166884034	0	0.15468	0.034464999999999996	0.028817500000000006	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,AdrenalGland	3.729,3.584,1.08	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	3.729,3.584
chr13	75623270	75623320	chr13	75623269	75623320	ENSG00000261553,LMO7	perfect	50	0.0417272	0.030292243166884034	0	0.15468	0.034464999999999996	0.028817500000000006	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,AdrenalGland	3.729,3.584,1.08	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	3.729,3.584
chr13	77118339	77118495	chr13	77118339	77118659	MYCBP2	perfect	50	0.0390784	0.014144417137629437	0.01119	0.10414	0.036465	0.008412499999999996	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Brain_Cerebellum,Cells_EBV_transformedlymphocytes	4.6,2.329,2.069	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	4.6
chr13	77743015	77743165	chr13	77743015	77743462	SLAIN1	perfect	50	0.0540416	0.058531817942666604	0	0.23974	0.040999999999999995	0.072345	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,MinorSalivaryGland	3.173,3.083,2.113	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	3.173,3.083
chr13	95433833	95434047	chr13	95433603	95434047	CLDN10	perfect	50	0.011122800000000004	0.0780379088162168	0	0.55189	0	0	1	Kidney_Cortex	Kidney_Cortex,MinorSalivaryGland,Pancreas	6.93,-0.113,-0.118	1	Kidney_Cortex	Kidney_Cortex	6.93
chr13	95991463	95991473	chr13	95990144	95991473	UGGT2	perfect	50	0.1214876	0.0710423320069069	0.03379	0.41776	0.09575	0.07319749999999998	1	Artery_Tibial	Artery_Tibial,Artery_Aorta,WholeBlood	4.17,2.404,1.809	1	Artery_Tibial	Artery_Tibial	4.17
chr13	97976962	97977057	chr13	97976962	97977057	IPO5	perfect	50	0.006020199999999998	0.034782533822924074	0	0.24499	0	0	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Pancreas	6.87,0.538,0.267	1	Testis	Testis	6.87
chr13	98796207	98796213	chr13	98796205	98796213	DOCK9	perfect	50	0.05837899999999999	0.05089420789184929	0	0.26382	0.04349	0.0271425	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9	4.037,3.981,1.617	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	4.037,3.981
chr13	98809122	98809128	chr13	98809122	98809128	DOCK9	perfect	50	0.05837899999999999	0.05089420789184929	0	0.26382	0.04349	0.0271425	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9	4.037,3.981,1.617	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	4.037,3.981
chr13	99086222	99086351	chr13	99086222	99086625	DOCK9	perfect	50	0.057626800000000006	0.049245027820697035	0.01406	0.26099	0.04642	0.03139	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Cells_Culturedfibroblasts	4.13,4.113,1.921	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	4.13,4.113
chr13	100527296	100527344	chr13	100527296	100527344	PCCA	perfect	50	0.062113	0.051556253337139084	0	0.25609	0.04764	0.0564275	1	Liver	Liver,Brain_Hippocampus,Kidney_Cortex	3.762,1.844,1.821	1	Liver	Liver	3.762
chr13	101368988	101368998	chr13	101368540	101368998	NALCN	perfect	50	0.0292352	0.09234526825087754	0	0.5302	0	0.016377499999999996	2	Cells_Culturedfibroblasts,Pancreas	Cells_Culturedfibroblasts,Pancreas,Thyroid	5.425,3.895,0.804	2	Cells_Culturedfibroblasts,Pancreas	Cells_Culturedfibroblasts,Pancreas	5.425,3.895
chr13	101489963	101490000	chr13	101489951	101490000	ITGBL1	perfect	50	0.4072466	0.1851966239566444	0	1	0.38748	0.15574	1	Brain_Anteriorcingulatecortex_BA24	Brain_Anteriorcingulatecortex_BA24,Brain_Putamen_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.201,1.955,1.851	1	Brain_Anteriorcingulatecortex_BA24	Brain_Anteriorcingulatecortex_BA24	3.201
chr13	110712973	110712977	chr13	110712735	110712977	ING1	perfect	50	0.013301800000000004	0.08914599535890894	0	0.6301	0	0	1	Testis	Testis,Pituitary,Adipose_Subcutaneous	6.919,0.243,-0.149	1	Testis	Testis	6.919
chr13	112902202	112902371	chr13	112902194	112902371	MCF2L	perfect	50	0.029790200000000003	0.05487035170178473	0	0.32143	0.007294999999999999	0.0320425	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,MinorSalivaryGland,Testis	5.315,2.432,1.167	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.315
chr13	112909252	112909275	chr13	112909252	112911792	ENSG00000296609,MCF2L	perfect	50	0.009922200000000003	0.022586281667220487	0	0.10714	9.350000000000001e-4	0.0067599999999999995	2	Cells_EBV_transformedlymphocytes,WholeBlood	Cells_EBV_transformedlymphocytes,WholeBlood,Kidney_Cortex	4.304,3.586,2.217	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	4.304
chr13	113229641	113229651	chr13	113229641	113230212	CUL4A	perfect	50	0.1392992	0.09057309150884377	0.03577	0.56641	0.1257	0.0720625	2	Testis,WholeBlood	WholeBlood,Testis,Skin_SunExposed_Lowerleg	4.716,3.325,1.11	2	Testis,WholeBlood	WholeBlood,Testis	4.716,3.325
chr13	114211911	114212101	chr13	114211911	114212101	CFAP97D2	perfect	50	0.015015399999999996	0.04734664017172727	0	0.18462	0	0	3	Brain_Caudate_basalganglia,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia	Brain_Hypothalamus,Brain_Caudate_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.582,3.542,3.169	3	Brain_Caudate_basalganglia,Brain_Hypothalamus,Brain_Nucleusaccumbens_basalganglia	Brain_Hypothalamus,Brain_Caudate_basalganglia,Brain_Nucleusaccumbens_basalganglia	3.582,3.542,3.169
chr14	23071124	23071147	chr14	23071124	23071617	ACIN1	perfect	50	0.0534694	0.01621767156718943	0.01306	0.11068	0.049865	0.013135	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	3.528,3.062,2.687	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes	3.528,3.062
chr14	24094068	24094133	chr14	24094052	24094133	PCK2	perfect	50	0.0502232	0.01876984092438001	0.02298	0.11704	0.04752	0.01906	1	Testis	Testis,Brain_Substantianigra,Brain_Anteriorcingulatecortex_BA24	3.56,1.862,1.732	1	Testis	Testis	3.56
chr14	31084768	31084879	chr14	31084768	31086320	AP4S1	perfect	50	0.1430448	0.03689903910258203	0.0835	0.28131	0.14145999999999997	0.04327750000000001	1	Testis	Testis,Kidney_Cortex,Pituitary	3.747,2.094,1.982	1	Testis	Testis	3.747
chr14	31340449	31340476	chr14	31340449	31340476	HEATR5A	perfect	50	0.006489399999999998	0.034182480081623876	0	0.23505	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Heart_AtrialAppendage,Heart_LeftVentricle	6.686,1.338,0.898	1	Muscle_Skeletal	Muscle_Skeletal	6.686
chr14	31428168	31428188	chr14	31428143	31428188	ENSG00000203546	perfect	50	0.0343462	0.03950176781835858	0	0.15385	0.00741	0.0717225	1	Muscle_Skeletal	Muscle_Skeletal,Heart_AtrialAppendage,Testis	3.025,1.731,1.338	1	Muscle_Skeletal	Muscle_Skeletal	3.025
chr14	33680602	33680640	chr14	33680602	33681042	NPAS3	perfect	50	0.017377	0.03671784686731274	0	0.2212	0	0.02946	1	Testis	Testis,Pituitary,Colon_Sigmoid	5.551,2.769,0.776	1	Testis	Testis	5.551
chr14	33780630	33780632	chr14	33780630	33780871	NPAS3	perfect	50	0.0027649999999999984	0.019551502499808037	0	0.13825	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr14	35278699	35278718	chr14	35278552	35278718	ENSG00000258790,PSMA6	perfect	50	0.028898	0.08996643904869216	0	0.63603	0.0078	0.0224025	1	Testis	Testis,Pituitary,Prostate	6.748,0.637,0.606	1	Testis	Testis	6.748
chr14	39267459	39267522	chr14	39265702	39267522	MIA2,MIA2-AS1	perfect	50	0.292126	0.11016013492425747	0.09195	0.64868	0.26382	0.1633025	1	Muscle_Skeletal	Muscle_Skeletal,Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	3.237,2.237,1.835	1	Muscle_Skeletal	Muscle_Skeletal	3.237
chr14	44960886	44960928	chr14	44960886	44961132	KLHL28	perfect	50	0.018353199999999997	0.07050255223170063	0	0.4495	0	0	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	6.115,2.125,1.552	1	Testis	Testis	6.115
chr14	47342941	47343086	chr14	47342941	47343234	MDGA2	perfect	50	0.003869200000000001	0.027359375577669893	0	0.19346	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr14	51979273	51979342	chr14	51979273	51979342	GNG2	perfect	50	0.006072000000000001	0.04096439334896807	0	0.28972	0	0	1	Testis	Testis,Pituitary,Cells_EBV_transformedlymphocytes	6.924,0.124,-0.082	1	Testis	Testis	6.924
chr14	52269450	52269492	chr14	52269178	52269545	ENSG00000289424,PTGDR	perfect	50	0.005365799999999999	0.025039323774040407	0	0.16667	0	0	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Artery_Tibial,Colon_Transverse	6.442,2.135,0.712	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	6.442
chr14	52613670	52613718	chr14	52611479	52613718	GPR137C	perfect	50	0.0239852	0.07101993316740059	0	0.375	0	0	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,Bladder	4.942,4.017,1.54	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	4.942,4.017
chr14	53096116	53096218	chr14	53096116	53096218	DDHD1	perfect	50	0.0618938	0.06279280339923274	0	0.26375	0.03832	0.09193499999999999	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,Testis	3.215,2.634,2.002	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.215
chr14	53103030	53103051	chr14	53103030	53103051	DDHD1	perfect	50	0.1726358	0.10492371452514965	0.00279	0.52083	0.175575	0.11017	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,WholeBlood	3.319,2.892,1.895	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	3.319
chr14	54436078	54436126	chr14	54436078	54436126	CNIH1	perfect	50	0.0205244	0.03609082952999648	0	0.14519	0.00217	0.0198825	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Nucleusaccumbens_basalganglia	3.454,2.922,2.732	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9	3.454
chr14	55644386	55644443	chr14	55644274	55644443	KTN1	perfect	50	0.0580634	0.029206568495907262	0	0.15284	0.058875	0.0367025	1	Bladder	Bladder,Spleen,Testis	3.245,1.984,1.373	1	Bladder	Bladder	3.245
chr14	57475489	57475581	chr14	57475313	57475704	CCDC198	perfect	50	0.008599599999999999	0.030246281401392894	0	0.14526	0	0	2	Cells_EBV_transformedlymphocytes,Pancreas	Cells_EBV_transformedlymphocytes,Pancreas,Liver	4.518,3.273,2.941	2	Cells_EBV_transformedlymphocytes,Pancreas	Cells_EBV_transformedlymphocytes,Pancreas	4.518,3.273
chr14	57475581	57475704	chr14	57475313	57475704	CCDC198	perfect	50	0.011848000000000003	0.04079547498916807	0	0.17014	0	0	3	Cells_EBV_transformedlymphocytes,Liver,Pancreas	Cells_EBV_transformedlymphocytes,Pancreas,Liver	3.88,3.406,3.138	3	Cells_EBV_transformedlymphocytes,Liver,Pancreas	Cells_EBV_transformedlymphocytes,Pancreas,Liver	3.88,3.406,3.138
chr14	57596686	57596897	chr14	57595734	57596897	SLC35F4	perfect	50	0.028329399999999998	0.08332612887140428	0	0.34591	0	0	3	Brain_Putamen_basalganglia,Prostate,Testis	Testis,Prostate,Brain_Putamen_basalganglia	3.811,3.779,3.216	3	Brain_Putamen_basalganglia,Prostate,Testis	Testis,Prostate,Brain_Putamen_basalganglia	3.811,3.779,3.216
chr14	59610121	59610137	chr14	59610121	59610232	RTN1	perfect	50	0.0045548	0.015726715245344886	0	0.11014	0	0.0052825	1	Testis	Testis,Artery_Aorta,Brain_Amygdala	6.714,0.592,0.466	1	Testis	Testis	6.714
chr14	64227535	64227614	chr14	64226706	64228045	ESR2	perfect	50	0.110056	0.09376567476035837	0	0.45674	0.11035	0.076615	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Spleen	3.697,2.693,1.946	1	Testis	Testis	3.697
chr14	64752210	64752315	chr14	64752210	64752315	SPTB	perfect	50	0.19050599999999998	0.10679382614196768	0	0.54359	0.19427499999999998	0.08596999999999999	1	WholeBlood	WholeBlood,Cells_EBV_transformedlymphocytes,Kidney_Cortex	3.306,2.898,1.648	1	WholeBlood	WholeBlood	3.306
chr14	64972709	64972760	chr14	64972694	64973226	RAB15	perfect	50	0.1109208	0.07498729178973718	0	0.39286	0.10057	0.10206249999999999	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Brain_FrontalCortex_BA9,Brain_Anteriorcingulatecortex_BA24	3.76,1.554,1.357	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	3.76
chr14	70055795	70055813	chr14	70055795	70055813	SLC8A3	perfect	50	0.03209460000000001	0.14958712042410438	0	1	0	0	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Testis,Muscle_Skeletal	6.471,2.014,0.702	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	6.471
chr14	70581478	70581488	chr14	70581256	70581488	MED6	perfect	50	0.1765114	0.03185096096394158	0.12215	0.29736	0.17458	0.026752500000000012	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,Muscle_Skeletal	3.794,2.831,1.929	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.794
chr14	70733756	70733798	chr14	70733756	70733798	MAP3K9	perfect	50	0.028312	0.060352750169824276	0	0.40834	0.006500000000000001	0.044512499999999997	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Heart_AtrialAppendage	6.297,0.871,0.674	1	Testis	Testis	6.297
chr14	72537517	72537529	chr14	72537517	72537713	RGS6	perfect	50	0.0022963999999999997	0.016238000123167878	0	0.11482	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr14	72540270	72540273	chr14	72540249	72540333	RGS6	perfect	50	0.014607200000000006	0.0562627321477965	0	0.32946	0	0	1	Testis	Testis,WholeBlood,Thyroid	5.596,2.877,2.114	1	Testis	Testis	5.596
chr14	72541469	72541620	chr14	72541469	72541620	RGS6	perfect	50	0.01173	0.02978646665716439	0	0.18182	0	0.012502500000000001	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Thyroid,Testis	5.71,2.944,0.954	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.71
chr14	72547156	72547367	chr14	72547156	72547367	RGS6	perfect	50	0.01173	0.02978646665716439	0	0.18182	0	0.012502500000000001	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Thyroid,Testis	5.71,2.944,0.954	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.71
chr14	72550454	72550494	chr14	72550454	72550674	RGS6	perfect	50	0.01173	0.02978646665716439	0	0.18182	0	0.012502500000000001	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Thyroid,Testis	5.71,2.944,0.954	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.71
chr14	72553289	72553356	chr14	72553289	72553356	RGS6	perfect	50	0.005780600000000002	0.023573007255359362	0	0.12067	0	0	2	Brain_Cortex,Brain_FrontalCortex_BA9	Brain_Cortex,Brain_FrontalCortex_BA9,Brain_Anteriorcingulatecortex_BA24	4.874,3.712,2.94	1	Brain_Cortex	Brain_Cortex	4.874
chr14	75060238	75060261	chr14	75059847	75060261	ACYP1	perfect	50	0.035155599999999995	0.024652044511809662	0	0.12652	0.03537	0.026320000000000007	1	Pancreas	Pancreas,SmallIntestine_TerminalIleum,MinorSalivaryGland	3.706,2.058,1.764	1	Pancreas	Pancreas	3.706
chr14	75632660	75632686	chr14	75632609	75632952	FLVCR2	perfect	50	0.0026238000000000012	0.01855306772477263	0	0.13119	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr14	75632881	75632952	chr14	75632609	75632952	FLVCR2	perfect	50	0.0026238000000000012	0.01855306772477263	0	0.13119	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr14	75757830	75757869	chr14	75757830	75757869	TTLL5	perfect	50	0.045242	0.0218569573288111	0.01803	0.12632	0.03934	0.028752500000000004	1	WholeBlood	WholeBlood,Testis,Muscle_Skeletal	3.709,2.25,1.685	1	WholeBlood	WholeBlood	3.709
chr14	76310914	76310916	chr14	76310711	76310916	ESRRB	perfect	50	0.010566800000000005	0.03039018722132095	0	0.14146	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Stomach,Heart_AtrialAppendage	4.307,2.759,2.696	1	Muscle_Skeletal	Muscle_Skeletal	4.307
chr14	76814306	76814409	chr14	76814306	76814421	ANGEL1	perfect	50	0.006284999999999996	0.024187856815909483	0	0.16908	0	0.006137500000000001	1	Testis	Testis,Pancreas,MinorSalivaryGland	6.73,0.74,0.649	1	Testis	Testis	6.73
chr14	77535898	77536005	chr14	77535599	77536005	SPTLC2	perfect	50	0.0186178	0.03529111122925884	0	0.17803	0	0.020755	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,WholeBlood	4.517,2.925,2.373	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	4.517
chr14	79853538	79853645	chr14	79853538	79854217	NRXN3	perfect	50	0.029238600000000003	0.05326407549949897	0	0.2712	0.012395	0.032675	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Brain_Cortex	4.543,3.437,1.795	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	4.543,3.437
chr14	87993382	87993499	chr14	87993382	87993665	GALC	perfect	50	0.0028680000000000003	0.015088637297986991	0	0.10512	0	0	1	Testis	Testis,Cells_EBV_transformedlymphocytes,Kidney_Cortex	6.777,1.245,0.056	1	Testis	Testis	6.777
chr14	88270737	88270789	chr14	88270737	88270911	KCNK10	perfect	50	0.1613318	0.2608811559647614	0	1	0	0.1942525	2	Bladder,Cells_EBV_transformedlymphocytes	Bladder,Cells_EBV_transformedlymphocytes,Nerve_Tibial	3.215,3.215,2.169	2	Bladder,Cells_EBV_transformedlymphocytes	Bladder,Cells_EBV_transformedlymphocytes	3.215,3.215
chr14	88586570	88586716	chr14	88586570	88586735	ZC3H14	perfect	50	0.030726600000000003	0.05690001601843323	0	0.24651	0.005235	0.0457375	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Brain_Spinalcord_cervicalc_1	3.792,3.538,2.434	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle	3.792,3.538
chr14	88594726	88595111	chr14	88594398	88595111	ZC3H14	perfect	50	0.010848599999999998	0.036688838151933564	0	0.2589	0.004365	0.0078925	1	Testis	Testis,Pituitary,Liver	6.761,0.964,0.462	1	Testis	Testis	6.761
chr14	89190381	89190383	chr14	89190381	89190449	FOXN3	perfect	50	0.002027599999999999	0.014337297095338439	0	0.10138	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr14	89401569	89401665	chr14	89401569	89401665	FOXN3	perfect	50	0.002027599999999999	0.014337297095338439	0	0.10138	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr14	89924661	89924677	chr14	89923307	89924677	EFCAB11	perfect	50	0.0650352	0.043915937427809346	0	0.24	0.054610000000000006	0.030662500000000002	2	Pituitary,WholeBlood	WholeBlood,Pituitary,Cells_EBV_transformedlymphocytes	3.984,3.944,1.646	2	Pituitary,WholeBlood	WholeBlood,Pituitary	3.984,3.944
chr14	89954354	89954357	chr14	89954354	89954557	EFCAB11	perfect	50	0.011145200000000004	0.02343733400942582	0	0.11504	0	0.01074	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Cells_Culturedfibroblasts	4.433,3.127,2.253	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	4.433
chr14	90605596	90605758	chr14	90605596	90605758	TTC7B	perfect	50	0.011688600000000006	0.046468815042664764	0	0.21535	0	0	3	Heart_AtrialAppendage,Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.383,3.8,3.526	3	Heart_AtrialAppendage,Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.383,3.8,3.526
chr14	90677823	90677845	chr14	90677823	90677845	TTC7B	perfect	50	0.132659	0.033482515098883156	0.06708	0.25	0.135135	0.03308249999999999	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Bladder,Cells_Culturedfibroblasts	3.505,1.569,1.497	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.505
chr14	90699157	90699223	chr14	90697752	90699374	ENSG00000258716,TTC7B	perfect	50	0.1148358	0.030261590330763168	0	0.25	0.117345	0.023684999999999984	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,Artery_Tibial	4.467,1.785,0.741	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	4.467
chr14	91285672	91285836	chr14	91285394	91285836	CCDC88C	perfect	50	0.5205504	0.0917705359314353	0.3338	0.79612	0.5077	0.12213750000000007	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_Putamen_basalganglia	3.003,2.634,1.849	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	3.003
chr14	91938329	91938452	chr14	91938329	91938452	FBLN5	perfect	50	0.023918799999999997	0.03979669813193152	0	0.25	0.018985000000000002	0.02535	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,WholeBlood,Skin_NotSunExposed_Suprapubic	5.681,2.865,0.869	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.681
chr14	93288458	93288636	chr14	93287627	93288730	BTBD7	perfect	50	0.0289492	0.026534995363458717	0	0.16	0.024915	0.028229999999999995	1	WholeBlood	WholeBlood,Pancreas,MinorSalivaryGland	4.939,1.272,1.268	1	WholeBlood	WholeBlood	4.939
chr14	93288636	93288707	chr14	93287627	93288730	BTBD7	perfect	50	0.2170206	0.06780890906519765	0.11004	0.51578	0.20664500000000002	0.05493500000000001	1	Testis	Testis,WholeBlood,Liver	4.406,2.895,1.037	1	Testis	Testis	4.406
chr14	93288707	93288730	chr14	93287627	93288730	BTBD7	perfect	50	0.0289492	0.026534995363458717	0	0.16	0.024915	0.028229999999999995	1	WholeBlood	WholeBlood,Pancreas,MinorSalivaryGland	4.939,1.272,1.268	1	WholeBlood	WholeBlood	4.939
chr14	93925271	93925370	chr14	93925047	93925370	FAM181A,FAM181A-AS1	perfect	50	0.007642599999999999	0.049613171013350894	0	0.35	0	0	1	Muscle_Skeletal	Muscle_Skeletal,Testis,Adipose_Subcutaneous	6.901,0.494,-0.154	1	Muscle_Skeletal	Muscle_Skeletal	6.901
chr14	93955107	93955112	chr14	93955107	93955579	ASB2	perfect	50	0.014302400000000003	0.046971661954581835	0	0.24138	0	0.004365	2	Spleen,WholeBlood	WholeBlood,Spleen,Cells_EBV_transformedlymphocytes	4.834,3.849,2.47	2	Spleen,WholeBlood	WholeBlood,Spleen	4.834,3.849
chr14	94007010	94007061	chr14	94007010	94007552	CCDC197	perfect	50	0.021227399999999993	0.10547893815896546	0	0.6	0	0	2	Heart_LeftVentricle,Muscle_Skeletal	Heart_LeftVentricle,Muscle_Skeletal,Testis	5.487,4.119,-0.147	2	Heart_LeftVentricle,Muscle_Skeletal	Heart_LeftVentricle,Muscle_Skeletal	5.487,4.119
chr14	94227285	94227354	chr14	94227274	94227378	PPP4R4	perfect	50	0.0379216	0.05833913173218562	0	0.26025	0	0.056722499999999995	1	Testis	Testis,Lung,Skin_NotSunExposed_Suprapubic	3.811,2.929,2.207	1	Testis	Testis	3.811
chr14	96877501	96877505	chr14	96877389	96877573	VRK1	perfect	50	0.0080918	0.049409822153751025	0	0.34856	0	0	1	Testis	Testis,Brain_FrontalCortex_BA9,Cells_EBV_transformedlymphocytes	6.891,0.527,0.074	1	Testis	Testis	6.891
chr14	96877505	96877573	chr14	96877389	96877573	VRK1	perfect	50	0.008203	0.050191774561908736	0	0.35412	0	0	1	Testis	Testis,Brain_FrontalCortex_BA9,Cells_EBV_transformedlymphocytes	6.892,0.516,0.071	1	Testis	Testis	6.892
chr14	99534663	99534680	chr14	99534663	99535044	CCNK	perfect	50	0.0647054	0.07577176430678692	0	0.33599	0.048515	0.09322749999999999	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes,Muscle_Skeletal	3.58,3.261,1.901	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	3.58,3.261
